column_id,column_name,confidence,dataset_id,model_id,label,user_label,scores_Concept---prefLabel,scores_CulturalHeritageObject---accessionNumber,scores_CulturalHeritageObject---created,scores_CulturalHeritageObject---description,scores_CulturalHeritageObject---extent,scores_CulturalHeritageObject---medium,scores_CulturalHeritageObject---objectId,scores_CulturalHeritageObject---provenance,scores_CulturalHeritageObject---rights,scores_CulturalHeritageObject---rightsHolder,scores_CulturalHeritageObject---title,scores_Document---classLink,scores_Person---biographicalInformation,scores_Person---countryAssociatedWithThePerson,scores_Person---dateOfBirth,scores_Person---dateOfDeath,scores_Person---nameOfThePerson,scores_Person---professionOrOccupation,scores_Place---label,scores_WebResource---classLink,scores_unknown
296990007,ObjectLinkSource,0.4732046828407367,241136978,884910000,CulturalHeritageObject---rightsHolder,CulturalHeritageObject---rightsHolder,0.05304808241804493,0.018160587675139332,0.005696428984464552,0.03233587128200263,0.013324108981109598,0.09512477774122605,0.005461958488091094,0.0114348640889162,0.007812500000000002,0.4732046828407367,0.023552554142201244,0.020088910444145357,0.005831380725345925,0.01620126782765009,0.0034464252569118728,0.012216926663547926,0.013744891108153226,0.00596603766292563,0.015476688134064524,0.004516145561292968,0.16335490997403035
1108135622,ObjectWorkType,0.7458829007798315,241136978,884910000,Concept---prefLabel,Concept---prefLabel,0.7458829007798315,0.01185265990802675,0.0030040922619047608,0.0019205729166666663,0.0001698369565217391,0.02605111528198812,0.0007387329931972787,0.0012478972567287782,0.00016276041666666663,0.020974406200190494,0.009144755832935178,0.00213194184157921,0.0007341056034482756,0.04621962110993822,0.0029189049417844056,0.004620445466713473,0.0022292670383803385,0.010976939716260065,0.028313958056048503,0.0,0.08070508542118955
1277570585,MeasurementDepth,0.9736910868787115,241136978,884910000,unknown,,0.0011201955307010944,0.011608322232041968,0.001602564102564103,0.0,0.0005857009463990312,0.0006388780511011594,0.0004835985178727115,0.0013279311414392061,0.0,0.0016358389594276692,8.877840909090911e-05,0.0006142893145161291,0.0,0.0006897399475524477,0.0015272971133240016,0.0010785596723096725,0.0011630295694319615,8.585164835164837e-05,0.0008763640394814792,0.0011819739256834706,0.9736910868787115
1978713670,ObjectLatestDateDisplay,0.7843353306629196,241136978,884910000,unknown,,0.005868270163715281,0.0146673272867857,0.16039339891878956,0.0008547510293360782,0.0018415631608883771,0.0009686245952878262,0.0029020311244137642,0.00047242003998001,0.00019681939851991812,0.0017103983070848427,0.0011934409786352519,0.0007278726708074534,0.0003125,0.0006009615384615385,0.004850326392188329,0.004979823397704301,0.004581077468000007,0.0004101252754269996,0.0024880470808629775,0.0056448905101922344,0.7843353306629196
1201699106,ObjectFacetValue3,0.9966283576148136,241136978,884910000,unknown,,0.000707868442466748,0.0,0.0,8.877840909090911e-05,0.00016059851359898802,9.889240506329116e-05,0.00033535373608903026,0.0,0.0,0.0003470331726898971,0.00016537154634581108,0.0,0.0,8.877840909090911e-05,0.00016537154634581108,0.00022977941176470593,0.0003577572856065504,0.0,0.00035972427976104453,0.0002663352272727273,0.9966283576148136
346442645,dimensions,0.8008998262067312,241136978,884910000,CulturalHeritageObject---extent,CulturalHeritageObject---extent,0.00445607295090662,0.02691813836951883,0.012526223031780007,0.003828504247572816,0.8008998262067312,0.008333333333333333,0.017933238636363636,0.006294216819285084,0.00030339805825242716,0.0008419236445219991,0.00048828125,0.0034938182645631068,0.00254980784789644,0.010496794871794871,0.0078125,0.001279960558252427,0.011823447591334104,0.00023755067747786195,0.0005641307645631068,0.023643092105263157,0.05527574077058915
301102113,ObjectEarliestDateDisplay,0.7840829857269248,241136978,884910000,CulturalHeritageObject---created,CulturalHeritageObject---created,0.003835827521625789,0.03237193100777553,0.7840829857269248,0.0013739661390151177,0.0025923389553708705,0.0023274803259201306,0.010811914165554489,0.004011882851219053,0.0003209263745523489,0.0009296777197885794,0.0008508663366336635,0.0024625082975229715,0.0003898514851485149,0.001451827875095202,0.0058670644234990015,0.0064633972826161935,0.017243285278415284,0.0004182984568622867,0.002498558458500676,0.006999113475177306,0.11269629784278222
1688305316,ObjectFacetLabel1,0.922912673681186,241136978,884910000,unknown,,0.011008164785178498,0.00990345687848988,0.010442538255355191,0.0010078960561497325,0.0015023334251069173,0.0009052747827662333,0.0023218338119903583,0.00039548270219728844,0.0,0.010447627810628685,0.0010490104325022803,0.00029584502103786815,0.0,0.008502239947552448,0.0009515874750249751,0.008093944099378882,0.000992486596065225,8.585164835164836e-05,0.008647363844703432,0.0005343887463343108,0.922912673681186
1554755266,ArtistName,0.8141477922892767,241136978,884910000,Person---nameOfThePerson,Person---nameOfThePerson,0.015410586370398223,0.002764813311688312,0.004329849837662338,0.0039101451210826225,0.00019531250000000004,0.017718215454888255,0.0004783163265306123,0.02602100090290375,0.0020833333333333337,0.0043592707515698595,0.012181924400194862,0.004019350475456562,0.0012794384057971016,0.010284730150801582,0.0009774290150842949,0.005045780355126241,0.8141477922892767,0.0011770333133253302,0.010461002149282153,0.005996699697871573,0.05715797583772635
1494663507,ObjectFacetValue1,0.6829453903013535,241136978,884910000,CulturalHeritageObject---medium,CulturalHeritageObject---medium,0.05206239653711389,0.006441039094779888,0.011870871388641473,0.01109068464548534,0.01750682043650793,0.6829453903013535,0.003569829435034095,0.010706717643894586,0.00015470297029702968,0.023005528020231706,0.008507086877734719,0.0042640925386076235,0.0014854351825443965,0.005996206293757417,0.002133583464802524,0.004204011553402876,0.03520816550709324,0.0038683038965866686,0.006644217731254238,0.0034009530865475976,0.10493396339432923
